user_id,page_name,time_spent
436,"['Large_intestine', 'Pituitary_gland', 'Adrenal_gland', 'Inferior_vena_cava', 'Urine_test_strip']","[1997.0000000000002, 480.00000000000006, 770.0, 150.0, 0.0]"
437,"['Kidney', 'Exocrine_gland', 'Neural_pathway', 'Appendicular_skeleton', 'Urine_test_strip']","[2444.0, 2574.0, 1163.0, 236.00000000000003, 0.0]"
438,"['Mucous_membrane', 'Skeletonization', 'Blood_plasma', 'Axon_terminal', 'Esophagus']","[3427.0, 863.0, 453.0, 2469.0, 0.0]"
439,"['Brainstem', 'Esophagus', 'Gallbladder', 'Blood', 'Enteric_nervous_system']","[2443.0, 2873.0, 183.0, 3072.0, 0.0]"
440,"['Facial_skeleton', 'Nose', 'Myelin', 'Glia', 'Muscle']","[166.0, 2023.0000000000002, 3549.0, 2439.0, 0.0]"
441,"['Axial_skeleton', 'Peripheral_nervous_system', 'Urinary_tract_obstruction', 'Myelin', 'Liver']","[2078.0, 3543.0, 3524.0, 1642.0, 0.0]"
442,"['Reproductive_System', 'Sensory_nerve', 'Atrium_(heart)', 'Stratum_spinosum', 'Vein']","[1816.0, 2131.0, 2875.0, 1591.0, 0.0]"
443,"['Mucous_membrane', 'Neuron', 'Stratified_squamous_epithelium', 'Axon_terminal', 'Respiratory_System']","[2735.0, 1661.0, 2975.0, 1270.0, 0.0]"
444,"['Reproductive_biology', 'Schwann_cell', 'Stomach', 'Appendicular_skeleton', 'Skeletal_animation']","[244.00000000000003, 917.0000000000001, 2690.0, 126.00000000000001, 0.0]"
445,"['Merkel_cell', 'Hair', 'Tissue_(biology)', 'Ceruminous_gland', 'Female_reproductive_system']","[3121.0, 617.0, 2419.0, 3270.0, 0.0]"
446,"['Blood_plasma', 'Nervous_system', 'Gland', 'Spleen', 'Urination']","[662.0, 1128.0, 2444.0, 627.0, 0.0]"
447,"['Nasal_cavity', 'Salivary_gland', 'Skeletal_System', 'Urine_test_strip', 'Urinary_retention']","[1500.0, 2604.0, 1434.0, 3323.0, 0.0]"
448,"['Anus', 'Thymus', 'Pancreas', 'Lymph_node', 'Muscle_relaxant']","[1926.0000000000002, 3459.0, 385.0, 331.0, 0.0]"
449,"['Gastrointestinal_tract', 'Pineal_gland', 'Parathyroid_gland', 'Capillary', 'Apoptosis']","[2908.0, 2034.0000000000002, 1193.0, 1464.0, 0.0]"
450,"['White_blood_cell', 'Reproductive_System', 'Motor_nerve', 'Myelin', 'Protein']","[481.00000000000006, 1276.0, 1597.0, 1036.0, 0.0]"
451,"['Stratum_corneum', 'Pineal_gland', 'Reproductive_System', 'Lymph_node', 'Nasal_cavity']","[76.0, 2270.0, 717.0, 75.0, 0.0]"
452,"['Stromal_cell', 'White_blood_cell', 'Red_blood_cell', 'Thymus', 'Programmed_cell_death']","[951.0000000000001, 1455.0, 2681.0, 746.0, 0.0]"
453,"['Epithelium', 'Skeletal_formula', 'Lacrimal_gland', 'Apoptosis', 'Stratum_corneum']","[721.0, 1017.0000000000001, 1355.0, 1917.0000000000002, 0.0]"
454,"['Spinal_nerve', 'Brain', 'Parathyroid_gland', 'Nutrient', 'Urinary_System']","[436.0, 3208.0, 1092.0, 470.00000000000006, 0.0]"
455,"['Pancreas', 'Blood', 'Urinary_catheterization', 'Skeletal_animation', 'Lung']","[162.0, 3579.0, 406.0, 1088.0, 0.0]"
456,"['Mucous_membrane', 'Bronchiole', 'Pancreas', 'Brainstem', 'Mammary_gland']","[192.0, 2910.0, 1789.0, 1352.0, 0.0]"
457,"['Enteric_nervous_system', 'Mammary_gland', 'Spinal_nerve', 'Capillary', 'Pituitary_gland']","[3133.0, 1498.0, 2381.0, 2139.0, 0.0]"
458,"['Urinary_diversion', 'Programmed_cell_death', 'Suspensory_muscle_of_duodenum', 'Reproductive_biology', 'Enteric_nervous_system']","[1086.0, 1228.0, 468.00000000000006, 1874.0000000000002, 0.0]"
459,"['Hypothalamus', 'Medulla_oblongata', 'Blood_plasma', 'Urinary_System', 'Human_reproductive_system']","[1303.0, 2560.0, 3104.0, 3515.0, 0.0]"
460,"['Subcutaneous_tissue', 'Subcutaneous_tissue', 'Programmed_cell_death', 'Reproductive_isolation', 'Spleen']","[2581.0, 2353.0, 3468.0, 1610.0, 0.0]"
461,"['Esophagus', 'Sympathetic_nervous_system', 'Reproductive_isolation', 'Coronary_circulation', 'Reproductive_coercion']","[2086.0, 756.0, 2457.0, 1022.0000000000001, 0.0]"
462,"['Stomach', 'Skeleton_in_the_closet', 'Urine_test_strip', 'Sweat_gland', 'Skeletal_muscle']","[2342.0, 3065.0, 1238.0, 2581.0, 0.0]"
463,"['Urinary_meatus', 'Skeletal_System', 'Central_nervous_system', 'Epidermis', 'Human_skeleton']","[819.0, 432.0, 915.0000000000001, 3042.0, 0.0]"
464,"['Cardiac_muscle', 'Nutrient', 'Cerebellum', 'Skeletal_System', 'Bronchus']","[2381.0, 2089.0, 1949.0000000000002, 1623.0, 0.0]"
465,"['Mammary_gland', 'Facial_skeleton', 'Reproductive_isolation', 'Coronary_circulation', 'Parasympathetic_nervous_system']","[214.0, 2886.0, 158.0, 2474.0, 0.0]"
466,"['Basement_membrane', 'Blood_vessel', 'Central_nervous_system', 'Sebaceous_gland', 'Thoracic_diaphragm']","[2023.0000000000002, 1120.0, 618.0, 427.0, 0.0]"
467,"['Lymphocyte', 'Bacteria', 'Root_of_the_lung', 'Stratum_granulosum', 'Sebaceous_gland']","[1075.0, 2897.0, 1362.0, 2133.0, 0.0]"
468,"['Stomach', 'B_cell', 'Loose_connective_tissue', 'Tonsil', 'Coronary_circulation']","[3299.0, 2229.0, 1339.0, 487.00000000000006, 0.0]"
469,"['Hypha', 'Muscle_relaxant', 'Lymphatic_system', 'Keratin', 'Sex_organ']","[1217.0, 1913.0000000000002, 805.0, 1660.0, 0.0]"
470,"['Spinal_cord', 'Salivary_gland', 'Arterial_tree', 'Great_vessels', 'Bronchiole']","[2860.0, 2763.0, 1583.0, 1882.0000000000002, 0.0]"
471,"['Skeletal_System', 'Platelet', 'Gut_microbiota', 'Superior_vena_cava', 'Lung']","[3235.0, 69.0, 121.00000000000001, 1876.0000000000002, 0.0]"
472,"['Reproductive_System', 'Cerebellum', 'Thymus', 'Facial_skeleton', 'Neural_circuit']","[3361.0, 3340.0, 2411.0, 2902.0, 0.0]"
473,"['Male_reproductive_system', 'Spinal_nerve', 'Gut_microbiota', 'Bone_marrow', 'Bone_marrow']","[3335.0, 3537.0, 1098.0, 3524.0, 0.0]"
474,"['Lymphatic_vessel', 'Pulmonary_pleurae', 'Muscle', 'The_Skeleton_Key', 'Male_reproductive_system']","[2037.0000000000002, 2343.0, 786.0, 292.0, 0.0]"
475,"['Red_blood_cell', 'Gastrointestinal_tract', 'Duodenum', 'Vein', 'Spleen']","[1690.0, 331.0, 188.0, 1731.0, 0.0]"
476,"['Motor_nerve', 'Lymphatic_system', 'Urinary_diversion', 'Root_of_the_lung', 'Pulmonary_circulation']","[195.0, 2841.0, 1941.0000000000002, 3490.0, 0.0]"
477,"['Reproductive_rights', 'Urinary_meatus', 'Lymphocyte', 'Spinal_nerve', 'Urination']","[3598.0, 3391.0, 761.0, 2347.0, 0.0]"
478,"['Reproductive_rights', 'Sensory_nerve', 'B_cell', 'Thoracic_diaphragm', 'Aorta']","[2819.0, 3045.0, 72.0, 2028.0000000000002, 0.0]"
479,"['Paranasal_sinuses', 'Skeletal_animation', 'Sex_organ', 'Human_reproductive_system', 'Blood_vessel']","[95.0, 3283.0, 1927.0000000000002, 3079.0, 0.0]"
480,"['Root_of_the_lung', 'Reproductive_isolation', 'Cerebellum', 'Langerhans_cell', 'Spinal_cord']","[767.0, 897.0, 2453.0, 462.00000000000006, 0.0]"
481,"['Appendicular_skeleton', 'Skeleton_in_the_closet', 'Ceruminous_gland', 'Vein', 'Mucous_membrane']","[3367.0, 2219.0, 2203.0, 2687.0, 0.0]"
482,"['Ceruminous_gland', 'Merkel_cell', 'Urinary_incontinence', 'Blood_vessel', 'Skeletal_animation']","[3027.0, 1006.0000000000001, 2158.0, 1598.0, 0.0]"
483,"['Urinary_cast', 'Urinary_catheterization', 'Arterial_tree', 'Human_digestive_system', 'Urinary_tract_obstruction']","[1051.0, 1258.0, 1336.0, 1775.0, 0.0]"
484,"['Portal_venous_system', 'Stromal_cell', 'Central_nervous_system', 'Sebaceous_gland', 'Arterial_tree']","[2394.0, 598.0, 1184.0, 2583.0, 0.0]"
485,"['Gland', 'Sex_organ', 'Skeletonization', 'Nose', 'Hypha']","[902.0, 2945.0, 2041.0000000000002, 2210.0, 0.0]"
486,"['Reproductive_coercion', 'Blood', 'Lymphatic_vessel', 'Merkel_cell', 'Langerhans_cell']","[1044.0, 489.00000000000006, 3428.0, 3151.0, 0.0]"
487,"['Keratin', 'Capillary', 'Female_reproductive_system', 'Ovary', 'Cranial_nerves']","[2539.0, 1527.0, 2311.0, 2284.0, 0.0]"
488,"['Gland', 'Reproductive_coercion', 'Aorta', 'Liver', 'The_Skeleton_Key']","[3018.0, 711.0, 1030.0, 529.0, 0.0]"
489,"['Skeletal_muscle', 'Spinal_nerve', 'Spleen', 'Aorta', 'Skeleton_in_the_closet']","[1776.0, 371.0, 2447.0, 2462.0, 0.0]"
490,"['Paranasal_sinuses', 'Skin', 'Pancreas', 'Human_skeleton', 'Bacteria']","[1745.0, 2572.0, 1640.0, 1339.0, 0.0]"
491,"['Small_intestine', 'Salivary_gland', 'Parasympathetic_nervous_system', 'Spinal_cord', 'Neural_pathway']","[3552.0, 1567.0, 1296.0, 3016.0, 0.0]"
492,"['Respiratory_tract', 'Skeleton_in_the_closet', 'Stomach', 'Stratum_basale', 'Female_reproductive_system']","[455.0, 3578.0, 2038.0000000000002, 1363.0, 0.0]"
493,"['Circulatory_system', 'Hypothalamus', 'Platelet', 'Pulmonary_circulation', 'Thymus']","[2242.0, 2931.0, 1299.0, 1439.0, 0.0]"
494,"['Anus', 'Hypothalamus', 'Duodenum', 'Urinary_tract_obstruction', 'Sensory_nerve']","[1502.0, 1758.0, 395.0, 328.0, 0.0]"
495,"['Urinary_retention', 'Small_intestine', 'Appendicular_skeleton', 'Cecum', 'Stratum_basale']","[1431.0, 1705.0, 2482.0, 2582.0, 0.0]"
496,"['Digestion', 'Human_digestive_system', 'Neural_pathway', 'Large_intestine', 'Thymus']","[1414.0, 2074.0, 2778.0, 93.0, 0.0]"
497,"['Spinal_cord', 'Node_of_Ranvier', 'Neural_pathway', 'White_blood_cell', 'Dermis']","[1035.0, 296.0, 1561.0, 2060.0, 0.0]"
498,"['Langerhans_cell', 'Reproductive_coercion', 'Suspensory_muscle_of_duodenum', 'Reproductive_success', 'Enteric_nervous_system']","[2473.0, 1853.0000000000002, 387.0, 697.0, 0.0]"
499,"['Enteric_nervous_system', 'Nose', 'Lymphatic_vessel', 'Stratified_squamous_epithelium', 'Ceruminous_gland']","[1798.0, 445.0, 2339.0, 572.0, 0.0]"
500,"['Keratin', 'Motor_nerve', 'Pituitary_gland', 'Anus', 'Respiratory_tract']","[3320.0, 2158.0, 362.0, 3226.0, 0.0]"
501,"['Soma_(biology)', 'Subcutaneous_tissue', 'Skeletal_formula', 'Reproductive_isolation', 'Urinary_incontinence']","[1751.0, 2610.0, 2720.0, 1833.0000000000002, 0.0]"
502,"['Cecum', 'Enteric_nervous_system', 'Urinary_System', 'Gastrointestinal_tract', 'Cecum']","[2369.0, 1086.0, 2049.0, 1048.0, 0.0]"
503,"['Cardiac_muscle', 'Vein', 'Pulmonary_pleurae', 'Respiratory_System', 'Reproductive_System']","[1696.0, 3332.0, 2938.0, 1732.0, 0.0]"
504,"['Adrenal_gland', 'Larynx', 'Urinary_System', 'Urination', 'Urinary_incontinence']","[880.0, 782.0, 1702.0, 2596.0, 0.0]"
505,"['Capillary', 'Hypha', 'Facial_skeleton', 'Parathyroid_gland', 'Tonsil']","[1151.0, 3141.0, 3149.0, 2436.0, 0.0]"
506,"['Brainstem', 'Brainstem', 'Female_reproductive_system', 'Reproductive_success', 'Pituitary_gland']","[2014.0000000000002, 2630.0, 1063.0, 840.0, 0.0]"
507,"['Lacrimal_gland', 'Reproductive_success', 'Apoptosis', 'Capillary', 'Spinal_nerve']","[728.0, 1599.0, 3508.0, 2178.0, 0.0]"
508,"['Merkel_cell', 'The_Skeleton_Key', 'Thymus', 'Pituitary_gland', 'Muscle']","[1631.0, 2810.0, 3534.0, 1204.0, 0.0]"
509,"['Dermis', 'Adrenal_gland', 'Merkel_cell', 'The_Skeleton_Key', 'Blood_vessel']","[2849.0, 1701.0, 1784.0, 3333.0, 0.0]"
510,"['Stromal_cell', 'Subcutaneous_tissue', 'Sympathetic_nervous_system', 'Urinary_cast', 'Langerhans_cell']","[2362.0, 645.0, 3117.0, 533.0, 0.0]"
511,"['Hypothalamus', 'Tonsil', 'Thyroid', 'Anus', 'Urinary_incontinence']","[3380.0, 2721.0, 3559.0, 2151.0, 0.0]"
512,"['Reproductive_rights', 'Blood', 'Axial_skeleton', 'Bronchiole', 'Sympathetic_nervous_system']","[2784.0, 1630.0, 1605.0, 2897.0, 0.0]"
513,"['Stratum_granulosum', 'Urination', 'Skeleton_in_the_closet', 'Basement_membrane', 'Thoracic_diaphragm']","[1607.0, 472.00000000000006, 1070.0, 3088.0, 0.0]"
514,"['Gastrointestinal_tract', 'Neural_pathway', 'Epithelium', 'Enteric_nervous_system', 'Aorta']","[3038.0, 672.0, 2608.0, 3059.0, 0.0]"
515,"['Hypha', 'Gut_microbiota', 'Urinary_meatus', 'Blood', 'Skeletal_System']","[800.0, 3313.0, 1762.0, 2761.0, 0.0]"
516,"['Red_blood_cell', 'Esophagus', 'Reproductive_success', 'Synapse', 'Stratum_spinosum']","[3184.0, 3498.0, 1847.0000000000002, 2456.0, 0.0]"
517,"['Brainstem', 'Synapse', 'Urination', 'Urinary_incontinence', 'Skeleton_in_the_closet']","[1296.0, 727.0, 892.0, 3281.0, 0.0]"
518,"['Neural_pathway', 'Nose', 'Urine_test_strip', 'Pharynx', 'Stratum_spinosum']","[2625.0, 2105.0, 3144.0, 644.0, 0.0]"
519,"['Parathyroid_gland', 'Gastrointestinal_tract', 'Thymus', 'Smooth_muscle', 'Coronary_circulation']","[1358.0, 3424.0, 375.0, 1856.0000000000002, 0.0]"
520,"['Cardiac_muscle', 'Tonsil', 'Pineal_gland', 'Salivary_gland', 'Myelin']","[1499.0, 1718.0, 1542.0, 278.0, 0.0]"
521,"['Stromal_cell', 'Lymphocyte', 'Pulmonary_alveolus', 'Dermis', 'Axon']","[1572.0, 2224.0, 2241.0, 516.0, 0.0]"
522,"['Stromal_cell', 'Glia', 'Immune_system', 'Capillary', 'Cecum']","[950.0000000000001, 1510.0, 1246.0, 3117.0, 0.0]"
523,"['Subcutaneous_tissue', 'Mucus', 'Urinary_bladder_disease', 'Facial_skeleton', 'Atrium_(heart)']","[3278.0, 1529.0, 3132.0, 1249.0, 0.0]"
524,"['Urinary_anti-infective_agent', 'Spleen', 'Brainstem', 'Stratum_corneum', 'Female_reproductive_system']","[2582.0, 2247.0, 2434.0, 3237.0, 0.0]"
525,"['Stratified_squamous_epithelium', 'Axial_skeleton', 'Gallbladder', 'Human_skeleton', 'Adrenal_gland']","[2558.0, 1241.0, 2889.0, 1346.0, 0.0]"
526,"['Great_vessels', 'Reproductive_isolation', 'Small_intestine', 'Nail_(anatomy)', 'Reproductive_rights']","[2073.0, 2405.0, 1809.0, 3309.0, 0.0]"
527,"['Mucus', 'Urinary_anti-infective_agent', 'Paranasal_sinuses', 'Cardiac_muscle', 'Lymphatic_system']","[3092.0, 388.0, 2867.0, 3220.0, 0.0]"
528,"['Central_nervous_system', 'Gallbladder', 'Arterial_tree', 'Pulmonary_alveolus', 'Pulmonary_alveolus']","[3034.0, 532.0, 2765.0, 2860.0, 0.0]"
529,"['Urination', 'Ceruminous_gland', 'Urinary_catheterization', 'Ileum', 'Reproductive_biology']","[428.0, 895.0, 2308.0, 1166.0, 0.0]"
530,"['Hypha', 'Stratified_squamous_epithelium', 'Lacrimal_gland', 'Nasal_cavity', 'Human_skeleton']","[2731.0, 1830.0000000000002, 2031.0000000000002, 2351.0, 0.0]"
531,"['Pituitary_gland', 'Stratified_squamous_epithelium', 'Reproductive_System', 'Apoptosis', 'Artery']","[401.0, 2470.0, 3508.0, 2314.0, 0.0]"
532,"['Lung', 'Pleural_cavity', 'Tonsil', 'Sympathetic_nervous_system', 'Reproductive_isolation']","[904.0, 2207.0, 3123.0, 1225.0, 0.0]"
533,"['Aorta', 'Schwann_cell', 'Lymphocyte', 'Anus', 'Brainstem']","[1069.0, 1883.0000000000002, 3533.0, 2431.0, 0.0]"
534,"['Blood_vessel', 'Lymphatic_system', 'Urinary_cast', 'Urinary_bladder_disease', 'Medulla_oblongata']","[873.0, 1740.0, 2358.0, 2386.0, 0.0]"
535,"['Mucus', 'Human_digestive_system', 'Male_reproductive_system', 'Mucous_membrane', 'Lacrimal_gland']","[2855.0, 1879.0000000000002, 2735.0, 882.0, 0.0]"
536,"['Lymphatic_system', 'Brainstem', 'Lung', 'Pancreas', 'Skeletal_muscle']","[1617.0, 1886.0000000000002, 3371.0, 1939.0000000000002, 0.0]"
537,"['Small_intestine', 'Lymphocyte', 'Urinary_diversion', 'Reproductive_isolation', 'Cardiac_muscle']","[520.0, 402.0, 2413.0, 1094.0, 0.0]"
538,"['Node_of_Ranvier', 'Coronary_circulation', 'Gastrointestinal_tract', 'Human_musculoskeletal_system', 'Thyroid']","[507.00000000000006, 3322.0, 3536.0, 1330.0, 0.0]"
539,"['Thymus', 'Suspensory_muscle_of_duodenum', 'Node_of_Ranvier', 'Respiratory_tract', 'Parasympathetic_nervous_system']","[323.0, 934.0000000000001, 1571.0, 2171.0, 0.0]"
540,"['Spinal_nerve', 'Esophagus', 'Ceruminous_gland', 'Artery', 'Sweat_gland']","[1654.0, 2906.0, 1552.0, 2367.0, 0.0]"
541,"['Axon', 'Larynx', 'Parathyroid_gland', 'Thymus', 'Thymus']","[911.0, 2806.0, 2850.0, 2872.0, 0.0]"
542,"['Human_skeleton', 'Subcutaneous_tissue', 'Urinary_bladder_disease', 'Kidney', 'Stratum_spinosum']","[462.00000000000006, 2668.0, 2254.0, 1822.0, 0.0]"
543,"['Stomach', 'Synapse', 'Dermis', 'Great_vessels', 'Reproductive_biology']","[2594.0, 1725.0, 471.00000000000006, 2811.0, 0.0]"
544,"['Axial_skeleton', 'Synapse', 'Reproductive_System', 'Urination', 'Mammary_gland']","[2601.0, 2190.0, 1730.0, 2204.0, 0.0]"
545,"['Coronary_circulation', 'Trachea', 'Langerhans_cell', 'Arterial_tree', 'Urinary_catheterization']","[2091.0, 481.00000000000006, 3508.0, 142.0, 0.0]"
546,"['Gallbladder', 'Skeleton_in_the_closet', 'Facial_skeleton', 'Brain', 'Exocrine_gland']","[324.0, 440.0, 810.0, 2451.0, 0.0]"
547,"['Loose_connective_tissue', 'Anus', 'Respiratory_System', 'Nutrient', 'Sweat_gland']","[405.0, 289.0, 1653.0, 3371.0, 0.0]"
548,"['Brain', 'Inferior_vena_cava', 'Spinal_nerve', 'Facial_skeleton', 'Reproductive_biology']","[530.0, 1328.0, 3009.0, 896.0, 0.0]"
549,"['Sensory_nerve', 'T_cell', 'Reproductive_coercion', 'Larynx', 'Urinary_meatus']","[3333.0, 532.0, 1350.0, 3479.0, 0.0]"
550,"['Cecum', 'Loose_connective_tissue', 'Medulla_oblongata', 'Platelet', 'Motor_nerve']","[553.0, 2057.0, 2561.0, 2613.0, 0.0]"
551,"['Langerhans_cell', 'Stratum_corneum', 'Prefrontal_cortex', 'Thoracic_diaphragm', 'Spinal_cord']","[1085.0, 2749.0, 3251.0, 2853.0, 0.0]"
552,"['Central_nervous_system', 'Immune_system', 'Lung', 'Lymphatic_vessel', 'Pulmonary_alveolus']","[2296.0, 242.00000000000003, 2335.0, 3228.0, 0.0]"
553,"['Muscle_relaxant', 'Axon_terminal', 'Parasympathetic_nervous_system', 'Pineal_gland', 'Stomach']","[2846.0, 921.0000000000001, 2080.0, 3591.0, 0.0]"
554,"['Soma_(biology)', 'Bronchiole', 'B_cell', 'Duodenum', 'Facial_skeleton']","[2563.0, 2448.0, 661.0, 2482.0, 0.0]"
555,"['Spleen', 'Inferior_vena_cava', 'Human_musculoskeletal_system', 'Tissue_(biology)', 'Kidney']","[417.0, 2854.0, 465.00000000000006, 2513.0, 0.0]"
556,"['Urinary_incontinence', 'Prostate', 'Mouth', 'Ovary', 'Urinary_catheterization']","[2029.0000000000002, 1468.0, 2953.0, 2394.0, 0.0]"
557,"['Urinary_tract_obstruction', 'Respiratory_tract', 'Human_reproductive_system', 'Node_of_Ranvier', 'Prefrontal_cortex']","[1659.0, 1179.0, 2786.0, 2348.0, 0.0]"
558,"['Ceruminous_gland', 'Urinary_diversion', 'Red_blood_cell', 'Lung', 'Human_musculoskeletal_system']","[1207.0, 2775.0, 3446.0, 694.0, 0.0]"
559,"['Tissue_(biology)', 'Basement_membrane', 'Dermis', 'Urination', 'Urinary_bladder_disease']","[200.0, 538.0, 3371.0, 211.0, 0.0]"
560,"['Nasal_cavity', 'Urinary_meatus', 'Lung', 'Stomach', 'Langerhans_cell']","[1155.0, 2260.0, 1336.0, 1876.0000000000002, 0.0]"
561,"['Human_digestive_system', 'Male_reproductive_system', 'Bronchiole', 'Subcutaneous_tissue', 'Bronchus']","[2635.0, 561.0, 3057.0, 3036.0, 0.0]"
562,"['Thymus', 'Salivary_gland', 'Mouth', 'Human_reproductive_system', 'Blood_vessel']","[1248.0, 163.0, 3307.0, 2146.0, 0.0]"
563,"['Neural_circuit', 'Blood', 'Subcutaneous_tissue', 'Facial_skeleton', 'Keratin']","[3044.0, 983.0000000000001, 1909.0000000000002, 3162.0, 0.0]"
564,"['Salivary_gland', 'Pulmonary_circulation', 'Coronary_circulation', 'Lung', 'Lymphatic_vessel']","[3130.0, 2172.0, 1547.0, 3119.0, 0.0]"
565,"['Prefrontal_cortex', 'Atrium_(heart)', 'Urinary_tract_obstruction', 'Pleural_cavity', 'Lymph_node']","[626.0, 3079.0, 406.0, 375.0, 0.0]"
566,"['Urinary_System', 'Lymphatic_vessel', 'Digestion', 'Tissue_(biology)', 'Sweat_gland']","[1948.0000000000002, 175.0, 336.0, 1722.0, 0.0]"
567,"['Axon', 'Paranasal_sinuses', 'Keratin', 'Liver', 'Nail_(anatomy)']","[465.00000000000006, 1749.0, 469.00000000000006, 1991.0000000000002, 0.0]"
568,"['Mammary_gland', 'Mucus', 'Coronary_circulation', 'Axial_skeleton', 'Prefrontal_cortex']","[1184.0, 1903.0000000000002, 2599.0, 3298.0, 0.0]"
569,"['Stratified_squamous_epithelium', 'Keratinocyte', 'Bronchus', 'Stratum_granulosum', 'Urinary_retention']","[2304.0, 415.0, 491.00000000000006, 2265.0, 0.0]"
570,"['Nose', 'Urinary_catheterization', 'Trachea', 'Starling_equation', 'Apoptosis']","[2386.0, 2422.0, 901.0, 2186.0, 0.0]"
571,"['Bone_marrow', 'Superior_vena_cava', 'Heart', 'Jejunum', 'Programmed_cell_death']","[1862.0000000000002, 2721.0, 3600.0, 3354.0, 0.0]"
572,"['Mammary_gland', 'Human_digestive_system', 'Pulmonary_circulation', 'Skin', 'Urinary_incontinence']","[3009.0, 607.0, 1522.0, 2930.0, 0.0]"
573,"['Larynx', 'Gut_microbiota', 'Hypothalamus', 'Skeletal_animation', 'Nail_(anatomy)']","[605.0, 1407.0, 211.0, 2766.0, 0.0]"
574,"['Pancreas', 'Respiratory_tract', 'Node_of_Ranvier', 'Reproductive_biology', 'Pleural_cavity']","[3555.0, 1219.0, 1172.0, 642.0, 0.0]"
575,"['Loose_connective_tissue', 'Thoracic_diaphragm', 'Reproductive_coercion', 'Mucous_membrane', 'Duodenum']","[2754.0, 395.0, 3077.0, 406.0, 0.0]"
576,"['Medulla_oblongata', 'Pleural_cavity', 'Tissue_(biology)', 'Urinary_diversion', 'Cerebral_cortex']","[1940.0000000000002, 2567.0, 1939.0000000000002, 893.0, 0.0]"
577,"['Blood', 'Reproductive_biology', 'Cerebellum', 'Lymphocyte', 'Soma_(biology)']","[531.0, 556.0, 2348.0, 3355.0, 0.0]"
578,"['Suspensory_muscle_of_duodenum', 'Urinary_tract_obstruction', 'Glia', 'Anus', 'Apoptosis']","[1716.0, 2734.0, 1384.0, 1551.0, 0.0]"
579,"['Urinary_tract_obstruction', 'Nostril', 'Stromal_cell', 'Exocrine_gland', 'Trachea']","[336.0, 1367.0, 2408.0, 3475.0, 0.0]"
580,"['Pharynx', 'Pancreas', 'Jejunum', 'The_Skeleton_Key', 'Thyroid']","[3146.0, 1446.0, 1314.0, 2937.0, 0.0]"
581,"['Cerebral_cortex', 'Thymus', 'Cranial_nerves', 'Nervous_system', 'Starling_equation']","[936.0000000000001, 1892.0000000000002, 1669.0, 3394.0, 0.0]"
582,"['Artery', 'Dermis', 'Pulmonary_circulation', 'Platelet', 'Keratinocyte']","[2273.0, 1153.0, 429.0, 3289.0, 0.0]"
583,"['Hypothalamus', 'Hair', 'Dermis', 'Skeleton_in_the_closet', 'Appendicular_skeleton']","[600.0, 3397.0, 851.0, 2291.0, 0.0]"
584,"['Human_skeleton', 'Stromal_cell', 'White_blood_cell', 'Paranasal_sinuses', 'Human_musculoskeletal_system']","[2723.0, 611.0, 2051.0, 2617.0, 0.0]"
585,"['Axial_skeleton', 'Mucus', 'Sweat_gland', 'Platelet', 'Ovary']","[3537.0, 1526.0, 2842.0, 2873.0, 0.0]"
586,"['Salivary_gland', 'Prostate', 'Bacteria', 'Skeleton_in_the_closet', 'Paranasal_sinuses']","[2253.0, 2358.0, 1290.0, 3028.0, 0.0]"
587,"['Urinary_retention', 'Salivary_gland', 'Apoptosis', 'Blood_vessel', 'Skeletal_System']","[1547.0, 3435.0, 2393.0, 1830.0000000000002, 0.0]"
588,"['Small_intestine', 'Lymph_node', 'Vein', 'Blood', 'Liver']","[517.0, 504.00000000000006, 2293.0, 3168.0, 0.0]"
589,"['Small_intestine', 'Skeletal_animation', 'Glia', 'Ceruminous_gland', 'Circulatory_system']","[2109.0, 414.0, 3398.0, 1528.0, 0.0]"
590,"['Hypha', 'Urinary_anti-infective_agent', 'Blood', 'Vein', 'Respiratory_System']","[2772.0, 2645.0, 1711.0, 2098.0, 0.0]"
591,"['Human_skeleton', 'Esophagus', 'Skeletonization', 'Great_vessels', 'Urinary_tract_obstruction']","[107.0, 2223.0, 926.0000000000001, 662.0, 0.0]"
592,"['Neural_pathway', 'Pituitary_gland', 'Blood_plasma', 'Stratum_spinosum', 'Urinary_bladder_disease']","[2441.0, 1155.0, 3508.0, 1966.0000000000002, 0.0]"
593,"['Stratum_basale', 'Medulla_oblongata', 'Paranasal_sinuses', 'Immune_system', 'T_cell']","[1705.0, 2332.0, 2752.0, 564.0, 0.0]"
594,"['Great_vessels', 'Sympathetic_nervous_system', 'Mucus', 'Liver', 'Myelin']","[3060.0, 2187.0, 2494.0, 627.0, 0.0]"
595,"['Peripheral_nervous_system', 'Capillary', 'Reproductive_success', 'Nasal_cavity', 'Integumentary_system']","[434.0, 2042.0000000000002, 67.0, 1116.0, 0.0]"
596,"['Smooth_muscle', 'Keratinocyte', 'Aorta', 'Brainstem', 'Hypothalamus']","[748.0, 2880.0, 298.0, 3452.0, 0.0]"
597,"['Circulatory_system', 'Ceruminous_gland', 'Subcutaneous_tissue', 'Pancreas', 'Neural_circuit']","[805.0, 1755.0, 2653.0, 1990.0000000000002, 0.0]"
598,"['Human_musculoskeletal_system', 'Mucus', 'Prostate', 'Keratin', 'Nostril']","[2372.0, 2748.0, 1989.0000000000002, 1318.0, 0.0]"
